ID,Name,NumYears,MinYear,MeanYear,StdDevYears,MaxYear
3657,Mark-Anthony Bray,1,2011,2011,0,2011
3658,Marko Rehácek,1,2020,2020,0,2020
3659,Markus Billeter,1,2021,2021,0,2021
3660,Markus Bögl,4,2013,2014.5,1,2015
3661,Markus Glatter,2,2006,2007,1.4142135623731,2008
3662,Markus H. Gross,15,1995,2003.53333333333,8.25371489232633,2020
3663,Markus Hadwiger,24,2003,2013.625,4.7348155466575,2021
3664,Markus Höferlin,4,2009,2011,1.4142135623731,2012
3665,Markus Höhn,1,2020,2020,0,2020
3666,Markus Jakobsson,1,2018,2018,0,2018
3667,Markus John,3,2014,2015,1,2016
3668,Markus Merz,1,2003,2003,0,2003
3669,Markus Petzold,1,2020,2020,0,2020
3670,Markus Probst,1,2008,2008,0,2008
3671,Markus Rütten,4,1999,2005.25,5.37742193496723,2012
3672,Markus Schmies,1,1998,1998,0,1998
3673,Markus Sonntag,1,2006,2006,0,2006
3674,Markus Steinberger,2,2011,2012,1.4142135623731,2013
3675,Markus Stommel,2,2015,2016.5,2.12132034355964,2018
3676,Markus Wagner 0008,1,2017,2017,0,2017
3677,Markus Wallinger,2,2020,2020.5,0.707106781186548,2021
3678,Marlen Promann,1,2018,2018,0,2018
3679,Marlene Baumgart,1,2017,2017,0,2017
3680,Marlene Zawin,1,2021,2021,0,2021
3681,Marta Farre,1,2016,2016,0,2016
3682,Marta Kersten-Oertel,1,2006,2006,0,2006
3683,Martha Sharp Joukowsky,1,2001,2001,0,2001
3684,Martha-Cary Eppes,1,2021,2021,0,2021
3685,Marti A. Hearst,2,2001,2009.5,12.0208152801713,2018
3686,Martijn Tennekes,1,2014,2014,0,2014
3687,Martin Baiker,1,2010,2010,0,2010
3688,Martin C. Freund,1,2000,2000,0,2000
3689,Martin Eisemann,4,2009,2011.25,2.62995563967658,2015
3690,Martin Falk,4,2005,2013.25,5.67890834580027,2018
3691,Martin Fink 0001,2,2012,2012.5,0.707106781186548,2013
3692,Martin Graham 0001,1,2007,2007,0,2007
3693,Martin Göbel,1,1999,1999,0,1999
3694,Martin Haidacher,1,2011,2011,0,2011
3695,Martin Hering-Bertram,8,2000,2004.125,2.64237447329913,2007
3696,Martin Hess,1,2011,2011,0,2011
3697,Martin Imre,1,2018,2018,0,2018
3698,Martin Isenburg,5,2001,2003.4,2.07364413533277,2006
3699,Martin J. Eppler,1,2009,2009,0,2009
3700,Martin Kraus,5,2000,2002.6,2.07364413533277,2005
3701,Martin L. Brady,1,1997,1997,0,1997
3702,Martin Luboschik,3,2008,2012.66666666667,4.04145188432738,2015
3703,Martin Menzel,1,1997,1997,0,1997
3704,Martin Mladenov,1,2010,2010,0,2010
3705,Martin Nöllenburg,2,2020,2020.5,0.707106781186548,2021
3706,Martin Riemer,1,1992,1992,0,1992
3707,Martin Roth,3,1996,1997.66666666667,1.52752523165195,1999
3708,Martin Rumpf,5,1999,2000.8,1.92353840616713,2004
3709,Martin Röhlig,2,2015,2015,0,2015
3710,Martin Schulz 0001,2,2012,2013,1.4142135623731,2014
3711,Martin Schulz 0005,1,1999,1999,0,1999
3712,Martin Skalej,2,1999,2006.5,10.6066017177982,2014
3713,Martin Suter,1,1995,1995,0,1995
3714,Martin Tomitsch,1,2012,2012,0,2012
3715,Martin W. Lo,1,2001,2001,0,2001
3716,Martin Wattenberg,15,2001,2008.93333333333,5.71297604039219,2019
3717,Martin Wikelski,1,2020,2020,0,2020
3718,Martina Maritan,1,2020,2020,0,2020
3719,Martina Ziefle,1,2017,2017,0,2017
3720,Marty Brady,1,1998,1998,0,1998
3721,Mary Brewster,1,1998,1998,0,1998
3722,Mary C. Whitton,1,1996,1996,0,1996
3723,Mary Czerwinski,4,2004,2007.75,3.30403793359983,2011
3724,Mary Jean Harrold,1,2001,2001,0,2001
3725,Mary Whitton,1,1991,1991,0,1991
3726,Maryam Nafari,1,2010,2010,0,2010
3727,Maryam Siahbani,1,2012,2012,0,2012
3728,Marzieh Berenjkoub,1,2018,2018,0,2018
3729,María Virginia Sabando,1,2020,2020,0,2020
3730,Masahiko Itoh,3,2011,2012.66666666667,2.08166599946613,2015
3731,Masahiro Takatsuka,1,2009,2009,0,2009
3732,Masaru Kitsuregawa,3,2011,2012.66666666667,2.08166599946613,2015
3733,Masashi Toyoda,3,2011,2012.66666666667,2.08166599946613,2015
3734,Masato Okada,1,2009,2009,0,2009
3735,Massimiliano Corsini,1,2011,2011,0,2011
3736,Massimiliano Tuveri,1,1998,1998,0,1998
3737,Matei Mancas,1,2004,2004,0,2004
3738,Matej Mlejnek,4,2004,2011.75,8.42120339777319,2020
3739,Matej Novotny,1,2006,2006,0,2006
3740,Mateu Sbert,1,2006,2006,0,2006
3741,Mathew Maltrud,1,1998,1998,0,1998
3742,Mathias Goldau,1,2015,2015,0,2015
3743,Mathias Hummel,2,2010,2011.5,2.12132034355964,2013
3744,Mathias Kanzler,1,2016,2016,0,2016
3745,Mathias Neugebauer,2,2011,2013,2.82842712474619,2015
3746,Mathias Schott,1,2009,2009,0,2009
3747,Mathieu Brulin,1,2009,2009,0,2009
3748,Mathieu Desbrun,1,2000,2000,0,2000
3749,Mathieu Le Goc,1,2018,2018,0,2018
3750,Mathieu Le Muzic,2,2014,2014.5,0.707106781186548,2015
3751,Mathieu Malaterre,2,2004,2004.5,0.707106781186548,2005
3752,Mathieu Pont,1,2021,2021,0,2021
3753,Matias Nicolás Selzer,1,2020,2020,0,2020
3754,Mats Lind,3,2001,2002.66666666667,2.08166599946613,2005
3755,Matt Grayson,1,1993,1993,0,1993
3756,Matt McElwee,1,2004,2004,0,2004
3757,Matt McKeon,1,2009,2009,0,2009
3758,Matt Whitlock,1,2019,2019,0,2019
3759,Matt Williams,1,2004,2004,0,2004
3760,Matt-Heun Hong,1,2021,2021,0,2021
3761,Matthew A. Barish,1,2016,2016,0,2016
3762,Matthew Berger,2,2016,2018,2.82842712474619,2020
3763,Matthew Brehmer,11,2013,2017.54545454545,2.84125452445346,2021
3764,Matthew C. Humphrey,1,2000,2000,0,2000
3765,Matthew Chalmers,5,1996,2000.2,3.42052627529741,2003
3766,Matthew Cooper 0001,5,2004,2010.4,6.34822809924155,2018
3767,Matthew E. Hawkins,1,2010,2010,0,2010
3768,Matthew Fleenor,1,2006,2006,0,2006
3769,Matthew Hall,1,2005,2005,0,2005
3770,Matthew Hecht,1,2011,2011,0,2011
3771,Matthew Hoffman 0001,1,2016,2016,0,2016
3772,Matthew Hurst,1,2008,2008,0,2008
3773,Matthew J. Avalos,1,1998,1998,0,1998
3774,Matthew Kay 0001,6,2015,2018,1.89736659610103,2020
3775,Matthew L. Parry,2,2011,2012,1.4142135623731,2013
3776,Matthew M. McKeon,1,2007,2007,0,2007
3777,Matthew O. Ward,20,1990,2001.35,5.83343358309847,2011
3778,Matthew P. LeGendre,1,2020,2020,0,2020
3779,Matthew Steckman,1,2009,2009,0,2009
3780,Matthew Tobiasz,1,2009,2009,0,2009
3781,Matthias Bernhard,1,2014,2014,0,2014
3782,Matthias Berth,1,2005,2005,0,2005
3783,Matthias Buchetics,2,2011,2011.5,0.707106781186548,2012
3784,Matthias Gutberlet,1,2013,2013,0,2013
3785,Matthias Hopf,2,1999,2001,2.82842712474619,2003
3786,Matthias John 0003,1,2000,2000,0,2000
3787,Matthias Kraus,3,2017,2018,1,2019
3788,Matthias Kreuseler,2,2000,2002,2.82842712474619,2004
3789,Matthias Labschutz,1,2015,2015,0,2015
3790,Matthias Schlachter,1,2014,2014,0,2014
3791,Matthias Zeppelzauer,1,2017,2017,0,2017
3792,Matthias Zieker,1,2011,2011,0,2011
3793,Matthias Zwicker,2,2001,2002.5,2.12132034355964,2004
3794,Matús Straka,2,2004,2004,0,2004
3795,Maureen C. Stone,2,2011,2013,2.82842712474619,2015
3796,Maurice Termeer,2,2007,2007.5,0.707106781186548,2008
3797,Maurizio Patrignani,1,2006,2006,0,2006
3798,Maurizio Pizzonia,1,2006,2006,0,2006
3799,Mauro Maggioni,1,2010,2010,0,2010
3800,Max Hermann,2,2015,2015,0,2015
3801,Max Sondag,2,2017,2018.5,2.12132034355964,2020
3802,Maxim Khailo,1,2007,2007,0,2007
3803,Maxim Lazarov,2,2009,2009.5,0.707106781186548,2010
3804,Maxim Makhinya,1,2011,2011,0,2011
3805,Maxime Cordeil,8,2016,2018.25,1.38873014965883,2020
3806,Maxime Girardin,1,2010,2010,0,2010
3807,Maximilian Baust,2,2014,2014.5,0.707106781186548,2015
3808,Maximilian T. Fischer,1,2020,2020,0,2020
3809,Maximilian Weiß,1,2020,2020,0,2020
3810,Maylis Delest,1,2004,2004,0,2004
3811,Mayya Komisarchik,1,2016,2016,0,2016
3812,Md. Amiruzzaman,1,2021,2021,0,2021
3813,Md. Iqbal Hossain,1,2020,2020,0,2020
3814,Meemong Lee,1,1994,1994,0,1994
3815,Meenakshisundaram Gopi,4,1998,2007.25,6.23832242407097,2011
3816,Meera Blattner,1,1992,1992,0,1992
3817,Meera M. Blattner,1,1991,1991,0,1991
3818,Meeshu Agnihotri,1,2018,2018,0,2018
3819,Meg Pirrung,1,2017,2017,0,2017
3820,Megan Monroe,1,2013,2013,0,2013
3821,MeganOlson Hunt,1,2013,2013,0,2013
3822,Mehdi Ammi,1,2016,2016,0,2016
3823,Mehmet Adil Yalçin,1,2015,2015,0,2015
3824,Mei C. Chuah,5,1995,1997.6,2.70185121722126,2002
3825,Meichun Hsu,4,1999,2005.75,6.70198975429437,2012
3826,Mel Krokos,1,2001,2001,0,2001
3827,Melanie Görner,1,2009,2009,0,2009
3828,Melanie Tory,21,2001,2011.09523809524,5.77844928942672,2021
3829,Mendel Rosenblum,1,1999,1999,0,1999
3830,Meng Xia,2,2018,2019,1.4142135623731,2020
3831,Mengchen Liu,7,2013,2016.14285714286,2.41029537806548,2020
3832,Mengdie Hu,2,2013,2014.5,2.12132034355964,2016
3833,Mengyu Zhou,1,2021,2021,0,2021
3834,Mennatallah El-Assady,5,2017,2018.4,0.894427190999916,2019
3835,Meredith Ringel Morris,1,2010,2010,0,2010
3836,Mete Sozen,1,2003,2003,0,2003
3837,Mi Chen,1,2007,2007,0,2007
3838,Mi Feng,4,2016,2018.5,1.91485421551268,2020
3839,Miao Jin,2,2004,2004.5,0.707106781186548,2005
3840,Miaoxin Hu,1,2018,2018,0,2018
3841,Micah Acinapura,1,2019,2019,0,2019
3842,Micah T. Taylor,1,2008,2008,0,2008
3843,Michael A. Bender,1,2000,2000,0,2000
3844,Michael A. Matheson,1,1992,1992,0,1992
3845,Michael Ankele,1,2018,2018,0,2018
3846,Michael B. Burks,1,1996,1996,0,1996
3847,Michael B. Stephenson,1,1990,1990,0,1990
3848,Michael Bajura,1,1994,1994,0,1994
3849,Michael Balzer,3,2004,2005,1,2006
3850,Michael Beham,1,2014,2014,0,2014
3851,Michael Behrisch 0001,11,2012,2016.45454545455,2.65945995885016,2019
3852,Michael Blumenschein,3,2016,2017,1,2018
3853,Michael Bostock,3,2009,2010,1,2011
3854,Michael Brasher,1,2004,2004,0,2004
3855,Michael Brooks,1,2015,2015,0,2015
3856,Michael Brudno,4,2015,2016.5,1.29099444873581,2018
3857,Michael Burch,7,2010,2012.71428571429,2.28868854108532,2016
3858,Michael Buser,1,2008,2008,0,2008
3859,Michael Böttinger,3,2008,2012.33333333333,6.65832811847939,2020
3860,Michael Christensen 0002,1,2000,2000,0,2000
3861,Michael Correll,9,2013,2017,2.5,2021
3862,Michael Cox,2,1997,1997,0,1997
3863,Michael Czabaj,1,2019,2019,0,2019
3864,Michael D. Doyle,1,1994,1994,0,1994
3865,Michael D. Hill,1,2015,2015,0,2015
3866,Michael D. McCool,1,1995,1995,0,1995
3867,Michael D. Wagner,1,2004,2004,0,2004
3868,Michael Delz,1,2016,2016,0,2016
3869,Michael Douma,1,2009,2009,0,2009
3870,Michael E. Papka,4,2015,2015.5,1,2017
3871,Michael F. Cohen,1,1990,1990,0,1990
3872,Michael F. Webster,1,2002,2002,0,2002
3873,Michael Farrugia,1,2008,2008,0,2008
3874,Michael G. Christel,1,2003,2003,0,2003
3875,Michael G. Surette,1,2002,2002,0,2002
3876,Michael G. Vicker,1,1996,1996,0,1996
3877,Michael Garland,7,1998,2003.57142857143,3.45722156541651,2008
3878,Michael Gertz 0001,1,2002,2002,0,2002
3879,Michael Gessat,1,2014,2014,0,2014
3880,Michael Gleicher,14,2004,2012.71428571429,4.44502438218754,2020
3881,Michael Glueck,5,2015,2016.2,0.836660026534076,2017
3882,Michael Goldberg,1,1992,1992,0,1992
3883,Michael Gorman,1,2000,2000,0,2000
3884,Michael Granitzer,1,2004,2004,0,2004
3885,Michael Griebel,2,2002,2003,1.4142135623731,2004
3886,Michael Grossniklaus,1,2017,2017,0,2017
3887,Michael H. F. Wilkinson,1,2010,2010,0,2010
3888,Michael Halle,2,2003,2003,0,2003
3889,Michael Henry,1,2013,2013,0,2013
3890,Michael Higgins,1,1999,1999,0,1999
3891,Michael Hofmann,1,2020,2020,0,2020
3892,Michael Holzner,1,1997,1997,0,1997
3893,Michael Houston,1,2003,2003,0,2003
3894,Michael J. Bailey,7,1991,1997,4.47213595499958,2004
3895,Michael J. Daily,1,1999,1999,0,1999
3896,Michael J. Gerald-Yamasaki,1,1996,1996,0,1996
3897,Michael J. Haass,2,2017,2017.5,0.707106781186548,2018
3898,Michael J. Laszlo,1,1990,1990,0,1990
3899,Michael J. McGuffin,10,2003,2008.8,5.05085251330022,2019
3900,Michael J. Pekala,1,2008,2008,0,2008
3901,Michael J. Tarr,1,2001,2001,0,2001
3902,Michael J. Wozny,1,1990,1990,0,1990
3903,Michael Kerber,1,2010,2010,0,2010
3904,Michael Kern,2,2017,2017.5,0.707106781186548,2018
3905,Michael Knapp,1,2002,2002,0,2002
3906,Michael Krone,2,2009,2012.5,4.94974746830583,2016
3907,Michael L. Evans,1,1997,1997,0,1997
3908,Michael L. Pack,1,2013,2013,0,2013
3909,Michael M. Stephens,1,1992,1992,0,1992
3910,Michael Margaliot,1,1994,1994,0,1994
3911,Michael Markl 0001,1,2015,2015,0,2015
3912,Michael Marschollek,1,2020,2020,0,2020
3913,Michael Mateas,1,2007,2007,0,2007
3914,Michael McKenna,1,2002,2002,0,2002
3915,Michael McLennan,1,2006,2006,0,2006
3916,Michael Meißner,2,1999,2000,1.4142135623731,2001
3917,Michael Michaux,1,2017,2017,0,2017
3918,Michael Mock,1,2010,2010,0,2010
3919,Michael Münchhofen,2,2004,2004,0,2004
3920,Michael Ogawa,2,2009,2009,0,2009
3921,Michael Oppermann,2,2020,2020.5,0.707106781186548,2021
3922,Michael Piatek,1,2005,2005,0,2005
3923,Michael Pichler,1,1996,1996,0,1996
3924,Michael R. Falvo,1,1997,1997,0,1997
3925,Michael Regenscheit,1,2011,2011,0,2011
3926,Michael Reiter,2,2010,2010.5,0.707106781186548,2011
3927,Michael Riemer,2,2017,2017.5,0.707106781186548,2018
3928,Michael S. Bernstein,1,2014,2014,0,2014
3929,Michael S. Brown,4,1999,2002.75,4.92442890089805,2010
3930,Michael S. Horn,1,2012,2012,0,2012
3931,Michael Schlemmer,1,2007,2007,0,2007
3932,Michael Schwärzler,2,2015,2017,2.82842712474619,2019
3933,Michael Schäfers 0001,1,2009,2009,0,2009
3934,Michael Sedlmair,20,2010,2016.2,3.13889018268358,2021
3935,Michael Shafae,1,2004,2004,0,2004
3936,Michael Smuc,1,2012,2012,0,2012
3937,Michael Sprenger,1,2019,2019,0,2019
3938,Michael Stephanides,1,1998,1998,0,1998
3939,Michael Steptoe,2,2015,2016.5,2.12132034355964,2018
3940,Michael Stonebraker,3,1993,2010.66666666667,15.3079500042734,2020
3941,Michael Stryker,1,2008,2008,0,2008
3942,Michael Sühling,1,2014,2014,0,2014
3943,Michael Traoré,1,2018,2018,0,2018
3944,Michael V. Capps,1,1998,1998,0,1998
3945,Michael W. Vannier,1,1994,1994,0,1994
3946,Michael Wade,1,2008,2008,0,2008
3947,Michael Wadlé,1,2004,2004,0,2004
3948,Michael Wand 0001,1,2002,2002,0,2002
3949,Michael Wilson,1,1990,1990,0,1990
3950,Michael Wimmer 0001,2,2013,2013.5,0.707106781186548,2014
3951,Michael Witmore,1,2014,2014,0,2014
3952,Michael Wolverton,1,2015,2015,0,2015
3953,Michael Woodward,1,2008,2008,0,2008
3954,Michael Wu,1,1990,1990,0,1990
3955,Michael Wybrow,5,2008,2014.8,4.96990945591567,2020
3956,Michael Wörner 0001,4,2009,2011.75,2.21735578260835,2014
3957,Michael Zatloukal,1,2005,2005,0,2005
3958,Michael Zinsmaier,1,2012,2012,0,2012
3959,Michaela Schmitt,1,2021,2021,0,2021
3960,Michail Schwab,2,2016,2018,2.82842712474619,2020
3961,Michal Cervenanský,1,2004,2004,0,2004
3962,Michal Jacovi,1,2011,2011,0,2011
3963,Michal Marcinkowski,1,2015,2015,0,2015
3964,Michel A. Westenberg,2,2004,2008,5.65685424949238,2012
3965,Michel Cox,1,1999,1999,0,1999
3966,Michel Crampes,1,2009,2009,0,2009
3967,Michel F. Sanner,1,2004,2004,0,2004
3968,Michelle Annett,1,2018,2018,0,2018
3969,Michelle Borkin,6,2011,2015.16666666667,3.60092580688171,2020
3970,Michelle Dowling,2,2018,2018,0,2018
3971,Michelle L. Gregory,1,2009,2009,0,2009
3972,Michelle L. Mazurek,1,2013,2013,0,2013
3973,Michelle X. Zhou,9,1996,2006.77777777778,5.42627353203324,2014
3974,Michiel van de Panne,1,2004,2004,0,2004
3975,Mickaël Fabrègue,1,2014,2014,0,2014
3976,Mie Sato,3,2000,2000.66666666667,1.15470053837925,2002
3977,Mieka West,1,2019,2019,0,2019
3978,Miguel A. Nacenta,1,2020,2020,0,2020
3979,Miguel A. Otaduy,2,2001,2002.5,2.12132034355964,2004
3980,Miguel Nunes,1,2014,2014,0,2014
3981,Mihael Ankerst,2,1995,1996.5,2.12132034355964,1998
3982,Mihaela Jarema,1,2015,2015,0,2015
3983,Mihaela Vorvoreanu,1,2014,2014,0,2014
3984,Mihran Tuceryan,1,1998,1998,0,1998
3985,Mikael Jern,2,2005,2007,2.82842712474619,2009
3986,Mikael Vejdemo-Johansson,1,2011,2011,0,2011
3987,Mikayla Biggs,1,2021,2021,0,2021
3988,Mike Baldwin,1,2006,2006,0,2006
3989,Mike Cammarano,2,2007,2007.5,0.707106781186548,2008
3990,Mike E. Botts,2,1992,1993,1.4142135623731,1994
3991,Mike M. Chow,1,1997,1997,0,1997
3992,Mike Peery,1,2003,2003,0,2003
3993,Mike Roberts,1,2014,2014,0,2014
3994,Mike Sips,7,2004,2009,5.25991127935317,2017
3995,Mikhail Smelyanskiy,1,2009,2009,0,2009
3996,Mikkel Rønne Jakobsen,2,2013,2013,0,2013
3997,Mikko Nikkilä,1,2013,2013,0,2013
3998,Milan Ikits,2,2003,2003,0,2003
3999,Milana Huang,1,1996,1996,0,1996
4000,Milo V. Kral,1,1998,1998,0,1998
4001,Milos Krstajic,1,2011,2011,0,2011
4002,Milos Srámek,5,1994,2003.2,6.41872261435249,2012
4003,Min Chen,2,2002,2009,9.89949493661167,2016
4004,Min Chen 0001,19,2000,2011.84210526316,6.27395992172529,2021
4005,Min Lu 0002,5,2013,2016.4,3.43511280746353,2021
4006,Min S. Chong,1,2006,2006,0,2006
4007,Min Shih,1,2018,2018,0,2018
4008,Min Song,1,1998,1998,0,1998
4009,Min Zhu,1,2015,2015,0,2015
4010,Min-Feng Zhu,3,2019,2019.66666666667,0.577350269189626,2020
4011,Min-Je Choi,1,2018,2018,0,2018
4012,Min-Yu Huang,1,2004,2004,0,2004
4013,Ming C. Hao,11,1999,2006.45454545455,4.20389429847222,2012
4014,Ming C. Lin,3,2000,2001.66666666667,2.08166599946613,2004
4015,Ming Dong 0001,3,2008,2008.66666666667,0.577350269189626,2009
4016,Ming Jiang 0005,2,2002,2004,2.82842712474619,2006
4017,Ming Wan,9,1997,2000.11111111111,1.76383420737639,2003
4018,Ming-Hoe Kiu,2,1996,1996.5,0.707106781186548,1997
4019,Ming-Te Chi,1,2011,2011,0,2011
4020,Ming-Yuen Chan,3,2008,2008.66666666667,0.577350269189626,2009
4021,MingJie Tang,2,2019,2019.5,0.707106781186548,2020
4022,Mingdong Zhang,1,2020,2020,0,2020
4023,Minghui Chen,1,2018,2018,0,2018
4024,Mingliang Xu,5,2019,2020.2,0.836660026534076,2021
4025,Mingliang Xue,1,2019,2019,0,2019
4026,Mingming Fan 0001,3,2018,2019.33333333333,1.52752523165195,2021
4027,Mingqian Zhao,1,2016,2016,0,2016
4028,Mingwei Li,1,2018,2018,0,2018
4029,Mingxuan Yuan,2,2015,2017,2.82842712474619,2019
4030,Mingze Ma,1,2020,2020,0,2020
4031,Minh Hoai,1,2020,2020,0,2020
4032,Minh X. Nguyen,1,2005,2005,0,2005
4033,Minh Xuan Nguye,1,2001,2001,0,2001
4034,Minho Kim,1,2008,2008,0,2008
4035,Minjeong Kim,1,2016,2016,0,2016
4036,Minjeong Shin,1,2019,2019,0,2019
4037,Minjung Kim,3,2007,2007,0,2007
4038,Minoo Erfani Joorabchi,2,2010,2010,0,2010
4039,Minoru Maruyama,1,1997,1997,0,1997
4040,Minsu Ahn,1,2006,2006,0,2006
4041,Minsuk Kahng,6,2014,2017.16666666667,2.31660671385254,2020
4042,Minxin Cheng,1,2014,2014,0,2014
4043,Miquel Feixas,1,2006,2006,0,2006
4044,Mira Dontcheva,2,2016,2016,0,2016
4045,Mirco Nanni,1,2009,2009,0,2009
4046,Mirek Riedewald,1,2021,2021,0,2021
4047,Miriah D. Meyer,17,2007,2014.41176470588,4.61056969811502,2021
4048,Miriam Perkins,1,2015,2015,0,2015
4049,Mirjam Sick,2,2002,2004,2.82842712474619,2006
4050,Mirjana Vukovic,1,2005,2005,0,2005
4051,Mirko Mandic,1,2004,2004,0,2004
4052,Mitchell Roth,1,1994,1994,0,1994
4053,Mitchell Whitelaw,1,2019,2019,0,2019
4054,Mitsuyoshi Yamamoto,1,2005,2005,0,2005
4055,Moez Baccouche,1,2021,2021,0,2021
4056,Mohamed A. Gad,1,2015,2015,0,2015
4057,Mohamed Ibrahim,2,2017,2019,2.82842712474619,2021
4058,Mohamed Yakout,1,2008,2008,0,2008
4059,Mohammad Ghoniem,3,2004,2006,1.73205080756888,2007
4060,Mohammad H. Ghavamnia,1,1995,1995,0,1995
4061,Mohammad Imrul Jubair,1,2015,2015,0,2015
4062,Mona Erfani Joorabchi,1,2010,2010,0,2010
4063,Mona Hosseinkhani Loorak,2,2015,2015.5,0.707106781186548,2016
4064,Mondrian Hsieh,1,2016,2016,0,2016
4065,Monica K. Hurdal,1,2001,2001,0,2001
4066,Monica Tavanti,1,2001,2001,0,2001
4067,Monica Zappa,1,2010,2010,0,2010
4068,Monika Büscher,1,2000,2000,0,2000
4069,Monika Hannemann,1,1995,1995,0,1995
4070,Monika Jankun-Kelly,1,2006,2006,0,2006
4071,Monique Meuschke,2,2016,2017,1.4142135623731,2018
4072,Mor Naaman,1,2010,2010,0,2010
4073,Morgan Leborgne,1,2018,2018,0,2018
4074,Morgan Mathiaut,1,2009,2009,0,2009
4075,Moritz Bächer,1,2008,2008,0,2008
4076,Moritz Ehlke,1,2013,2013,0,2013
4077,Morteza Karimzadeh,5,2019,2019.2,0.447213595499958,2020
4078,Mosab Khayat,2,2019,2019,0,2019
4079,Moshe Gutman,1,2010,2010,0,2010
4080,Mourad Ouzzani,2,2007,2007.5,0.707106781186548,2008
4081,Moushumi Sharmin,1,2015,2015,0,2015
4082,Muchan Park,1,2015,2015,0,2015
4083,Mudita Singhal,3,2004,2007.33333333333,5.77350269189626,2014
4084,Mukund Raj,1,2019,2019,0,2019
4085,Mun-Young Choi,1,1994,1994,0,1994
4086,Muqiao Yang,1,2021,2021,0,2021
4087,Muriel Ross,1,1998,1998,0,1998
4088,Murray H. Loew,1,1994,1994,0,1994
4089,Murray Wolinsky,1,1997,1997,0,1997
4090,Musbah Shahop Sagar,1,2004,2004,0,2004
4091,Mustafa Bilgic 0001,1,2006,2006,0,2006
4092,Mustafa Hajij,1,2019,2019,0,2019
4093,My T. Thai,1,2020,2020,0,2020
4094,Myroslav Bachynskyi,1,2014,2014,0,2014
4095,Mário Popolin Neto,1,2020,2020,0,2020
4096,N. E. Harrison,1,1992,1992,0,1992
4097,N. Trichaud,1,2000,2000,0,2000
4098,Nadia Boukhelifa,4,2010,2013.25,3.947573094109,2019
4099,Nadia Magnenat-Thalmann,1,1999,1999,0,1999
4100,Nadine Drager,1,2017,2017,0,2017
4101,Nadir Weibel,1,2018,2018,0,2018
4102,Nadya A. Calderón,1,2012,2012,0,2012
4103,Naeem Shareef,2,1997,1998.5,2.12132034355964,2000
4104,Nafees Ahmed,2,2011,2011.5,0.707106781186548,2012
4105,Nafiul Nipu,1,2021,2021,0,2021
4106,Nagiza F. Samatova,1,2003,2003,0,2003
4107,Nahum D. Gershon,6,1990,1992.66666666667,2.33809038890002,1996
4108,Naim Alper,2,1994,1995,1.4142135623731,1996
4109,Najmeh Abedzadeh,1,2015,2015,0,2015
4110,Nam Wook Kim,5,2015,2017.6,2.40831891575846,2021
4111,Nan C. Schaller,1,1991,1991,0,1991
4112,Nan Cao,17,2010,2016.94117647059,3.61369942433122,2021
4113,Nan Chen,1,2020,2020,0,2020
4114,Nan Du,1,2008,2008,0,2008
4115,Nan Tang 0001,1,2021,2021,0,2021
4116,Nan Zhang,1,2010,2010,0,2010
4117,Nan Zhang 0011,1,2004,2004,0,2004
4118,Nan-Chen Chen,1,2017,2017,0,2017
4119,Nancy E. Miller,1,1998,1998,0,1998
4120,Nancy J. Nersessian,1,2008,2008,0,2008
4121,Nancy L. Green,1,1998,1998,0,1998
4122,Nancy Miller,1,2001,2001,0,2001
4123,Nancy O'Brien,1,2019,2019,0,2019
4124,Nancy S. Collins,2,1991,1991.5,0.707106781186548,1992
4125,Nanxiang Li,1,2020,2020,0,2020
4126,Naohisa Sakamoto,1,2020,2020,0,2020
4127,Naoki Yoshinaga 0001,1,2011,2011,0,2011
4128,Narayanan Kasthuri,4,2013,2014,0.816496580927726,2015
4129,Naren Ramakrishnan,8,2010,2013.875,3.35676289643119,2020
4130,Narges Mahyar,3,2010,2013.33333333333,3.05505046330389,2016
4131,Nassir Navab,2,2014,2014.5,0.707106781186548,2015
4132,Natalia Konevtsova,1,2011,2011,0,2011
4133,Natalia V. Andrienko,19,2007,2012.21052631579,3.866938889389,2020
4134,Natallia Kotava,1,2011,2011,0,2011
4135,Natascha Sauber,2,2005,2005.5,0.707106781186548,2006
4136,Natasha Alvarado,1,2020,2020,0,2020
4137,Nate Hoobler,1,2004,2004,0,2004
4138,Nathalie Bressa,1,2021,2021,0,2021
4139,Nathalie Henry Riche,17,2006,2012.52941176471,4.01742528024517,2021
4140,Nathalie Lalande,1,2014,2014,0,2014
4141,Nathalie Prevost,1,1995,1995,0,1995
4142,Nathalie Reuter,1,2007,2007,0,2007
4143,Nathan Andrysco,1,2008,2008,0,2008
