ID,Name,NumYears,MinYear,MeanYear,StdDevYears,MaxYear
4575,R. Clay Reid,1,2010,2010,0,2010
4576,R. D. Williams,1,1992,1992,0,1992
4577,R. Daniel Bergeron,8,1991,1995.75,2.31455024943138,1999
4578,R. J. Moorehead,1,1993,1993,0,1993
4579,R. Jordan Crouser,6,2011,2013.5,3.27108544675922,2019
4580,R. Kevin McCabe,1,1990,1990,0,1990
4581,R. Kriz,1,1991,1991,0,1991
4582,R. Kulkarni,1,1994,1994,0,1994
4583,R. Manley,1,1991,1991,0,1991
4584,R. Mark Adams,1,2002,2002,0,2002
4585,R. Matt Steele,1,2001,2001,0,2001
4586,R. Mitchell,1,1995,1995,0,1995
4587,R. Popovic,1,1992,1992,0,1992
4588,R. R. Johnson,1,2000,2000,0,2000
4589,R. R. Springmeyer,2,1992,1992.5,0.707106781186548,1993
4590,R. Victor Klassen,1,1991,1991,0,1991
4591,Raad Mohiaddin,1,1991,1991,0,1991
4592,Raanan Fattal,1,2001,2001,0,2001
4593,Rachael Brady,1,2003,2003,0,2003
4594,Rachel Brady,1,2010,2010,0,2010
4595,Rachel E. Clough,2,2010,2010.5,0.707106781186548,2011
4596,Rachel Mackenzie,1,2004,2004,0,2004
4597,Rachel Shadoan,1,2013,2013,0,2013
4598,Rachna Dhamija,1,2001,2001,0,2001
4599,Radu Jianu,2,2009,2010.5,2.12132034355964,2012
4600,Rae Kyoung Lee,1,1995,1995,0,1995
4601,Rafael Henkin,1,2019,2019,0,2019
4602,Rafael Messias Martins,1,2020,2020,0,2020
4603,Rafael Veras,2,2016,2017.5,2.12132034355964,2019
4604,Rafael Wiemker,1,2001,2001,0,2001
4605,Raffaele De Simone,1,2019,2019,0,2019
4606,Raghu Machiraju,14,1997,2002.5,3.54639578684093,2008
4607,Raghu Raghavan,1,1996,1996,0,1996
4608,Ragini Rathore,1,2019,2019,0,2019
4609,Rahul C. Basole,6,2013,2017,2,2018
4610,Rahul Duggal,1,2021,2021,0,2021
4611,Rahul Kanna,1,2010,2010,0,2010
4612,Rahul Sukthankar,1,2002,2002,0,2002
4613,Raimond L. Winslow,1,2000,2000,0,2000
4614,Raimund Dachselt,6,2001,2016.16666666667,7.57407860182786,2021
4615,Rainer Burgkart,2,2009,2010,1.4142135623731,2011
4616,Rainer Reich,1,2009,2009,0,2009
4617,Rainer Schubert,1,1992,1992,0,1992
4618,Rainer Splechtna,3,2014,2016,2.64575131106459,2019
4619,Rainer Wegenkittl,10,1997,2000.7,2.31180545125329,2004
4620,Raj Shekhar,1,1996,1996,0,1996
4621,Raja R. Sambasivan,1,2013,2013,0,2013
4622,Rajagopalan Srinivasan,1,1996,1996,0,1996
4623,Rajesh Batra,3,1998,2000.33333333333,3.21455025366432,2004
4624,Ralf Klein,1,2004,2004,0,2004
4625,Ralf Kähler,4,2002,2005.75,4.3493294502333,2012
4626,Ralf P. Botchen,2,2005,2005.5,0.707106781186548,2006
4627,Ralph Brecheisen,1,2009,2009,0,2009
4628,Ralph Wickenhöfer,1,2018,2018,0,2018
4629,Rama Akkiraju,1,2016,2016,0,2016
4630,Ramana Rao,2,1997,2001,5.65685424949238,2005
4631,Ramesh Raskar,1,1999,1999,0,1999
4632,Rami Hietala,1,2000,2000,0,2000
4633,Ramik Sadana,1,2014,2014,0,2014
4634,Ramsay Dyer,1,2004,2004,0,2004
4635,Ran Chen,1,2018,2018,0,2018
4636,Ran Shao,1,2003,2003,0,2003
4637,Ran Tao 0011,1,2007,2007,0,2007
4638,Randall C. Smith,1,2007,2007,0,2007
4639,Randall Frank,1,2005,2005,0,2005
4640,Randall M. Rohrer,2,1998,2003.5,7.77817459305202,2009
4641,Randy C. Paffenroth,1,1994,1994,0,1994
4642,Randy E. Ellis,1,2006,2006,0,2006
4643,Randy Frank,1,2003,2003,0,2003
4644,Randy K. Scoggins,2,2000,2000.5,0.707106781186548,2001
4645,Randy L. Ribler,1,2000,2000,0,2000
4646,Ranko Miklin,1,2008,2008,0,2008
4647,Rao P. Gullapalli,1,2014,2014,0,2014
4648,Raoul Hopf,1,2014,2014,0,2014
4649,Raoul Kopelman,1,1991,1991,0,1991
4650,Raphael Fuchs,5,2009,2010.2,1.30384048104053,2012
4651,Raphael T. Haftka,1,1999,1999,0,1999
4652,Ratnesh K. Sharma,2,2009,2009.5,0.707106781186548,2010
4653,Ratul Mahajan,1,2010,2010,0,2010
4654,Ravi Kulkarni,1,1995,1995,0,1995
4655,Ravi Ramamoorthi,1,2014,2014,0,2014
4656,Ravi Ramamurthi,1,1996,1996,0,1996
4657,Ravi S. Nanjundiah,1,2013,2013,0,2013
4658,Ravi Samtaney,1,1994,1994,0,1994
4659,Ravi Sankar,1,2008,2008,0,2008
4660,Ravikiran Vadlapudi,1,2012,2012,0,2012
4661,Ravin Balakrishnan,6,2003,2008,4.47213595499958,2013
4662,Ravish Chawla,1,2017,2017,0,2017
4663,Ray E. Jennings,1,1995,1995,0,1995
4664,Ray J. Meyers,1,1990,1990,0,1990
4665,Ray Juang,1,2007,2007,0,2007
4666,Ray Twiddy,1,1994,1994,0,1994
4667,Ray W. Grout,1,2011,2011,0,2011
4668,Ray Wall,1,1992,1992,0,1992
4669,Raymond Huang,1,2019,2019,0,2019
4670,Raymond Muzzy,1,1994,1994,0,1994
4671,Raymundo Navarrete,1,2020,2020,0,2020
4672,Raúl San José Estépar,1,2009,2009,0,2009
4673,Rebecca Dreezer,1,2009,2009,0,2009
4674,Rebecca Faust,1,2018,2018,0,2018
4675,Rebecca Kehlbeck,3,2019,2019.66666666667,1.15470053837925,2021
4676,Rebecca M. Brannon,2,2004,2004.5,0.707106781186548,2005
4677,Rebecca Nowak,1,2020,2020,0,2020
4678,Rebecca Randell,1,2020,2020,0,2020
4679,Reem Hourieh,1,2017,2017,0,2017
4680,Regine Frank,1,2005,2005,0,2005
4681,Regulo Franco,1,1996,1996,0,1996
4682,Reiner Lenz,1,2012,2012,0,2012
4683,Reinhard Klein,3,1996,2006.33333333333,9.60902353693305,2015
4684,Reinhard Männer,1,2005,2005,0,2005
4685,Reinhard Sainitzer,1,2002,2002,0,2002
4686,Reinhold Preiner,1,2014,2014,0,2014
4687,Remco Chang,31,2007,2012.8064516129,4.29277963436831,2021
4688,Remo Aslak Burkhard,1,2017,2017,0,2017
4689,Ren Liu,14,2004,2017.57142857143,4.27360927831924,2021
4690,Rena A. Haynes,1,2001,2001,0,2001
4691,Renata G. Raidou,1,2015,2015,0,2015
4692,Renato Pajarola,9,1998,2003.55555555556,4.77260702109212,2011
4693,Renaud Blanch,1,2007,2007,0,2007
4694,Renben Shu,1,1991,1991,0,1991
4695,Renfei Huang,1,2019,2019,0,2019
4696,Renzhong Li,1,2020,2020,0,2020
4697,René Caubet,1,2002,2002,0,2002
4698,René Enguehard,1,2010,2010,0,2010
4699,René Pischel,1,2003,2003,0,2003
4700,René Pompl,1,2012,2012,0,2012
4701,Rephael Wenger,4,2000,2003.5,4.50924975282289,2010
4702,Reshika Palaniyappan Velumani,1,2020,2020,0,2020
4703,Reto Wettach,1,2014,2014,0,2014
4704,Reuben Reyes,2,2004,2004,0,2004
4705,Reuven Bakalash,1,1990,1990,0,1990
4706,Reyk Hillert,1,2011,2011,0,2011
4707,Rhazes Spell,1,2003,2003,0,2003
4708,Rhema Vaithianathan,1,2021,2021,0,2021
4709,Rhodri Bown,1,2013,2013,0,2013
4710,Rhonda Vickery,1,1996,1996,0,1996
4711,Ricardo Langner,2,2017,2017.5,0.707106781186548,2018
4712,Ricardo S. Avila,4,1992,1994.25,1.70782512765993,1996
4713,Riccardo Scateni,1,1994,1994,0,1994
4714,Richard A. Becker,1,1990,1990,0,1990
4715,Richard A. Holub,1,1991,1991,0,1991
4716,Richard A. Robb,1,2009,2009,0,2009
4717,Richard Alligier,1,2018,2018,0,2018
4718,Richard Beigel,1,1997,1997,0,1997
4719,Richard Bonneau,1,2014,2014,0,2014
4720,Richard Brath,1,1997,1997,0,1997
4721,Richard D. Christie,1,1994,1994,0,1994
4722,Richard D. Lawrence,1,1997,1997,0,1997
4723,Richard E. Parent,1,2007,2007,0,2007
4724,Richard F. Riesenfeld,1,2008,2008,0,2008
4725,Richard Feldmann,1,1992,1992,0,1992
4726,Richard Franke,1,1997,1997,0,1997
4727,Richard Gee,1,2021,2021,0,2021
4728,Richard Gooch,1,1995,1995,0,1995
4729,Richard Greco,1,1999,1999,0,1999
4730,Richard L. Phillips,1,1990,1990,0,1990
4731,Richard Lobb,1,1994,1994,0,1994
4732,Richard M. Satava,1,1992,1992,0,1992
4733,Richard M. Wilson 0002,1,1999,1999,0,1999
4734,Richard Marciano,1,1998,1998,0,1998
4735,Richard May 0001,1,2008,2008,0,2008
4736,Richard Pusch,2,2017,2017,0,2017
4737,Richard R. Pawlicki,1,2007,2007,0,2007
4738,Richard S. Gallagher,2,1991,1991,0,1991
4739,Richard Souvenir,1,2014,2014,0,2014
4740,Richard Strelitz,1,2012,2012,0,2012
4741,Richard Superfine,2,1997,2001,5.65685424949238,2005
4742,Richard Weinberg,1,2004,2004,0,2004
4743,Richen Liu,2,2014,2014.5,0.707106781186548,2015
4744,Rick Guritz,1,1994,1994,0,1994
4745,Rick Kazman,2,1995,1995.5,0.707106781186548,1996
4746,Rick Kennell,1,2006,2006,0,2006
4747,Rick Walker,3,2011,2011.66666666667,1.15470053837925,2013
4748,Rickard Englund,1,2015,2015,0,2015
4749,Rika Furuhata,1,2000,2000,0,2000
4750,Rimma V. Nehme,1,2007,2007,0,2007
4751,Rita Borgo,5,2006,2011.4,3.57770876399966,2015
4752,Rita Sevastjanova,2,2017,2018,1.4142135623731,2019
4753,Rob Hess,1,2010,2010,0,2010
4754,Rob Ingram,1,1995,1995,0,1995
4755,Rob King,1,1998,1998,0,1998
4756,Rob Miller 0001,1,2013,2013,0,2013
4757,Rob van der Rijt,1,2005,2005,0,2005
4758,Robert A. Amar,2,2004,2004.5,0.707106781186548,2005
4759,Robert A. Bridges,1,2018,2018,0,2018
4760,Robert A. Cross,3,1993,1994,1,1995
4761,Robert A. Greevy Jr.,1,2015,2015,0,2015
4762,Robert A. Lafrance,1,2016,2016,0,2016
4763,Robert Albert,1,2003,2003,0,2003
4764,Robert B. Cook,1,2014,2014,0,2014
4765,Robert B. Haber,3,1991,1995.33333333333,7.50555349946513,2004
4766,Robert B. Jerard,1,1992,1992,0,1992
4767,Robert Barnes,1,2020,2020,0,2020
4768,Robert Bosch,2,1999,2001,2.82842712474619,2003
4769,Robert Boudreau,1,2013,2013,0,2013
4770,Robert Braham,1,1996,1996,0,1996
4771,Robert C. Zeleznik,1,2014,2014,0,2014
4772,Robert Carnecky,1,2012,2012,0,2012
4773,Robert Cooper,1,2009,2009,0,2009
4774,Robert D. Russell,1,1995,1995,0,1995
4775,Robert E. Hiromoto,1,2005,2005,0,2005
4776,Robert E. Marshall,1,1990,1990,0,1990
4777,Robert E. Roth,2,2012,2012.5,0.707106781186548,2013
4778,Robert E. Sheehan,2,1996,1996,0,1996
4779,Robert F. Cromp,1,1992,1992,0,1992
4780,Robert F. Dougherty,1,2004,2004,0,2004
4781,Robert F. Woodbury,1,2009,2009,0,2009
4782,Robert G. Hughes,1,1996,1996,0,1996
4783,Robert H. P. Dunn,1,1990,1990,0,1990
4784,Robert H. Thibadeau,1,1990,1990,0,1990
4785,Robert H. Wolfe,1,1991,1991,0,1991
4786,Robert Haimes,7,1991,2004.42857142857,9.34268239242426,2017
4787,Robert Harper 0002,3,2006,2007,1,2008
4788,Robert Herring,1,2004,2004,0,2004
4789,Robert J. Hendley,1,1995,1995,0,1995
4790,Robert J. K. Jacob,1,2004,2004,0,2004
4791,Robert J. McDermott,1,1999,1999,0,1999
4792,Robert J. Moorhead II,14,1994,2000.5,5.33132975186087,2010
4793,Robert Judson-Torres,1,2021,2021,0,2021
4794,Robert Kincaid,5,2007,2010.8,5.26307894677631,2020
4795,Robert Kosara,11,2001,2009.90909090909,6.12298204234743,2021
4796,Robert Krüger,6,2013,2017.83333333333,3.48807492274273,2021
4797,Robert L. Grossman,2,2004,2004.5,0.707106781186548,2005
4798,Robert L. Jacob,1,2015,2015,0,2015
4799,Robert L. Van Uitert Jr.,1,2005,2005,0,2005
4800,Robert M. Edsall,1,2001,2001,0,2001
4801,Robert M. O'Bara,1,2005,2005,0,2005
4802,Robert M. Sweet,1,2010,2010,0,2010
4803,Robert McDermott,1,1996,1996,0,1996
4804,Robert Michael Kirby,13,1999,2008.76923076923,6.40512615220349,2019
4805,Robert P. Grzeszczuk,1,1996,1996,0,1996
4806,Robert Patterson,1,2002,2002,0,2002
4807,Robert Pelcovits,2,2004,2005,1.4142135623731,2006
4808,Robert Pienta,1,2017,2017,0,2017
4809,Robert Quimby,1,2008,2008,0,2008
4810,Robert Rohling,1,2002,2002,0,2002
4811,Robert Rosenberg,2,1996,1997,1.4142135623731,1998
4812,Robert S. Laramee,9,2003,2010.11111111111,5.68868272195867,2019
4813,Robert S. MacLeod,1,1992,1992,0,1992
4814,Robert S. Schulman,1,2002,2002,0,2002
4815,Robert Spence,1,1995,1995,0,1995
4816,Robert Stein,1,2000,2000,0,2000
4817,Robert Strzodka,1,2004,2004,0,2004
4818,Robert Turko,1,2020,2020,0,2020
4819,Robert Wyatt,1,2004,2004,0,2004
4820,Robert Zawadzki,1,2007,2007,0,2007
4821,Robert van Liere,11,1993,2000.18181818182,3.68288424521276,2006
4822,Roberto Grosso,1,1997,1997,0,1997
4823,Roberto Lario,1,2002,2002,0,2002
4824,Roberto Scopigno,7,1994,2002,5.41602560309064,2011
4825,Roberto Therón,1,2006,2006,0,2006
4826,Roberto Álvarez Boto,1,2014,2014,0,2014
4827,Robin Bader,1,2019,2019,0,2019
4828,Robin Skånberg,1,2015,2015,0,2015
4829,Robin Valenza,1,2014,2014,0,2014
4830,Rocco Gasteiger,3,2011,2012,1,2013
4831,Roch Guerin,1,1991,1991,0,1991
4832,Rock Leung,2,2013,2013,0,2013
4833,Roderick M. Riensche,1,2008,2008,0,2008
4834,Rodolfo Ostilla Monico,2,2018,2019,1.4142135623731,2020
4835,Rodolphe Devillers,1,2010,2010,0,2010
4836,Roel Truyen,2,2003,2004.5,2.12132034355964,2006
4837,Roel Vliegen,1,2006,2006,0,2006
4838,Roel van Driel,1,2000,2000,0,2000
4839,Roeland Scheepens,2,2011,2013,2.82842712474619,2015
4840,Roger A. Leite,2,2015,2016,1.4142135623731,2017
4841,Roger Beecham,3,2012,2014,2,2016
4842,Roger C. Tam,2,1997,2000,4.24264068711928,2003
4843,Roger Crawfis,17,1991,1997.47058823529,3.93887114315167,2004
4844,Roger D. Hersch,1,2003,2003,0,2003
4845,Roger Gatti,1,1995,1995,0,1995
4846,Roger Tan,1,2003,2003,0,2003
4847,Roger Weber,1,1997,1997,0,1997
4848,Rohit Ashok Khot,1,2014,2014,0,2014
4849,Roland Fernandez,2,2008,2009,1.4142135623731,2010
4850,Roland Fraedrich,2,2009,2009.5,0.707106781186548,2010
4851,Roland Heilmann,1,2004,2004,0,2004
4852,Roland N. Boubela,1,2012,2012,0,2012
4853,Roland Niemeier,1,2001,2001,0,2001
4854,Roland Rühle,1,1991,1991,0,1991
4855,Rolf Ernst,1,1995,1995,0,1995
4856,Rolf Müller,1,2012,2012,0,2012
4857,Rolf Westerteiger,2,2009,2010.5,2.12132034355964,2012
4858,Rollin C. Thomas,2,2007,2007.5,0.707106781186548,2008
4859,Romain Vuillemot,8,2009,2014.75,3.73210013646089,2021
4860,Roman Garnett,1,2020,2020,0,2020
4861,Roman Gurbat,1,2012,2012,0,2012
4862,Roman Rädle,1,2018,2018,0,2018
4863,Roman Y. Novoselov,1,2000,2000,0,2000
4864,Ron B. Yeh,1,2005,2005,0,2005
4865,Ron Kikinis,2,1996,1999.5,4.94974746830583,2003
4866,Ronald A. Metoyer,1,2010,2010,0,2010
4867,Ronald A. Rensink,1,2014,2014,0,2014
4868,Ronald M. McLaughlin,1,2009,2009,0,2009
4869,Ronald M. Summers,1,2005,2005,0,2005
4870,Ronald Peikert,12,1996,2003.83333333333,4.60895044911792,2012
4871,Ronald T. Azuma,1,1999,1999,0,1999
4872,Ronan Sicre,1,2009,2009,0,2009
4873,Ronell Sicat,3,2014,2016.33333333333,2.08166599946613,2018
4874,Rong Xu,1,2004,2004,0,2004
4875,Rong Zhang,1,2020,2020,0,2020
4876,Ronghua Liang,2,2014,2014,0,2014
4877,Ronghua Shi,1,2020,2020,0,2020
4878,Rongjian Lan,1,2013,2013,0,2013
4879,Rongwen Zhao,1,2017,2017,0,2017
4880,Rongzheng Bian,1,2020,2020,0,2020
4881,Roni Yagel,12,1990,1994.91666666667,2.46644143115812,1998
4882,Rony Goldenthal,1,2002,2002,0,2002
4883,Roque Lopez,1,2020,2020,0,2020
4884,Rosane Minghim,4,1995,2005.25,7.04154339142587,2011
4885,Roseann Bongiovanni,1,2020,2020,0,2020
4886,Rosemarie McKeon,1,1998,1998,0,1998
4887,Ross Maciejewski,22,2007,2014.36363636364,4.64497121366296,2021
4888,Ross T. Whitaker,13,1991,2005.61538461538,5.92365964499511,2014
4889,Rostislav Khlebnikov,2,2011,2012,1.4142135623731,2013
4890,Roxana Bujack,2,2017,2018.5,2.12132034355964,2020
4891,Roxanne Ryan,1,2010,2010,0,2010
4892,Roy A. Ruddle,2,2011,2015.5,6.36396103067893,2020
4893,Roy van Pelt,3,2010,2011,1,2012
4894,Rubaiat Habib Kazi,1,2013,2013,0,2013
4895,Rudolf Benedik,1,2012,2012,0,2012
4896,Rudolf Fahlbusch,1,2005,2005,0,2005
4897,Rudolf Netzel,3,2012,2014,2,2016
4898,Rudy Hashim,1,2006,2006,0,2006
4899,Rui A. P. Perdigão,1,2014,2014,0,2014
4900,Rui Li 0047,1,2011,2011,0,2011
4901,Rui Shi,1,2013,2013,0,2013
4902,Ruigang Yang,2,1999,2000,1.4142135623731,2001
4903,Ruixiang Zhang,1,2017,2017,0,2017
4904,Ruizhen Hu,1,2019,2019,0,2019
4905,Rumi Hiraga,1,2002,2002,0,2002
4906,Runlin Li,1,2020,2020,0,2020
4907,Runzhen Huang,1,2003,2003,0,2003
4908,Rupayan Neogy,1,2020,2020,0,2020
4909,Rusheng Pan,1,2018,2018,0,2018
4910,Rushil Anirudh,1,2019,2019,0,2019
4911,Russ Burtner,1,2015,2015,0,2015
4912,Russ Rose,1,1996,1996,0,1996
4913,Russell A. Lankenau,1,2007,2007,0,2007
4914,Russell Beale,1,1995,1995,0,1995
4915,Russell E. Jacobs,1,1998,1998,0,1998
4916,Russell Gayle,1,2004,2004,0,2004
4917,Russell H. Taylor,1,2005,2005,0,2005
4918,Russell M. Taylor II,5,1997,2004.2,4.65832587954085,2010
4919,Russell S. Harmon,1,2010,2010,0,2010
4920,Russell Truscott,1,1999,1999,0,1999
4921,Ruth E. Lang,1,1991,1991,0,1991
4922,Ruwayda Alharbi,1,2020,2020,0,2020
4923,Ruwen Schnabel,1,2008,2008,0,2008
4924,Ryan A. Rossi,1,2021,2021,0,2021
4925,Ryan Armstrong,1,2008,2008,0,2008
4926,Ryan Eccles,2,2007,2007.5,0.707106781186548,2008
4927,Ryan Hafen,1,2008,2008,0,2008
4928,Ryan M. Kilgore,2,2010,2010,0,2010
4929,Ryan Russell,1,2015,2015,0,2015
4930,Ryan Wesslen,5,2017,2019.2,2.04939015319192,2021
4931,Ryan Wilson,1,2016,2016,0,2016
4932,Rynson W. H. Lau,1,2006,2006,0,2006
4933,Ryutarou Ohbuchi,1,1994,1994,0,1994
4934,Rémy Vieux,1,2009,2009,0,2009
4935,Rüdiger Schernthaner,2,2012,2012.5,0.707106781186548,2013
4936,Rüdiger Westermann,28,1995,2009.07142857143,6.90640374568507,2021
4937,S. Jeromy Carrière,2,1995,1995.5,0.707106781186548,1996
4938,S. Peter Henzi,1,2013,2013,0,2013
4939,S. Todd Barlow,2,2001,2001,0,2001
4940,S. Tyson,1,1993,1993,0,1993
4941,Saad Nadeem,2,2016,2016,0,2016
4942,Sabin Devkota,1,2020,2020,0,2020
4943,Sabine Bauer 0001,1,2020,2020,0,2020
4944,Sabine Brunswicker,1,2018,2018,0,2018
4945,Sabine Girod,1,1996,1996,0,1996
4946,Sabine Iserhardt-Bauer,1,2001,2001,0,2001
4947,Sabrina Bresciani,1,2009,2009,0,2009
4948,Sadia Rubab,1,2018,2018,0,2018
4949,Saeed Boorboor,1,2018,2018,0,2018
4950,Sagar Buch,1,2020,2020,0,2020
4951,Sagar Joglekar 0001,1,2020,2020,0,2020
4952,Sai Prashanth Dasari,1,2017,2017,0,2017
4953,Saiful Khan,1,2021,2021,0,2021
4954,Saleema Amershi,2,2015,2015.5,0.707106781186548,2016
4955,Salvatore Rinzivillo,2,2009,2010,1.4142135623731,2011
4956,Sam Ade Jacobs,1,2019,2019,0,2019
4957,Samah Gad,1,2011,2011,0,2011
4958,Samana Shrestha,1,2017,2017,0,2017
4959,Sameep Mehta,1,2004,2004,0,2004
4960,Samer S. Barakat,2,2012,2012.5,0.707106781186548,2013
4961,Sami Khoury,1,1998,1998,0,1998
4962,Sami Kilic,1,2003,2003,0,2003
4963,Samira Shaikh,1,2017,2017,0,2017
4964,Samrat Goswami,1,2001,2001,0,2001
4965,Samuel G. Fadel,2,2014,2015,1.4142135623731,2016
4966,Samuel Gerber,1,2010,2010,0,2010
4967,Samuel Gratzl,7,2013,2016,3.21455025366432,2020
4968,Samuel H. Payne,1,2016,2016,0,2016
4969,Samuel Huron,6,2013,2016.16666666667,2.56255081250434,2019
4970,Samuel K. Law,1,1991,1991,0,1991
4971,Samuel Leventhal,1,2019,2019,0,2019
4972,Samuel P. Uselton,8,1994,1997.875,2.23207142742853,2002
4973,Samuel Voß,1,2016,2016,0,2016
4974,Sana Malik,2,2018,2019.5,2.12132034355964,2021
4975,Sanaz Golbabaei,1,2017,2017,0,2017
4976,Sandeep Kochhar,1,1991,1991,0,1991
4977,Sandeep Prabhakar,1,2002,2002,0,2002
4978,Sandra Bae,1,2020,2020,0,2020
4979,Sandra Bringay,1,2014,2014,0,2014
4980,Sandro Santagata,1,2021,2021,0,2021
4981,Sandy Engelhardt,1,2019,2019,0,2019
4982,Sandy Johan,1,1996,1996,0,1996
4983,Sandy Napel,2,1996,1999.5,4.94974746830583,2003
4984,Sang-Cheol Seok,1,2009,2009,0,2009
4985,Sang-joon Lee,1,2007,2007,0,2007
4986,Sanghun Park,2,2002,2008.5,9.19238815542512,2015
4987,Sanja Scepanovic,1,2020,2020,0,2020
4988,Sanjeev Balakrishnan,1,2016,2016,0,2016
4989,Sanjini Jayaraman,1,2002,2002,0,2002
4990,Santhosh Dharmapuri,1,2015,2015,0,2015
4991,Santhosh Nandhakumar,1,2017,2017,0,2017
4992,Santiago V. Lombeyda,1,2004,2004,0,2004
4993,Sara Alspaugh,1,2018,2018,0,2018
4994,Sara Ann Wylie,1,2020,2020,0,2020
4995,Sara Di Bartolomeo,2,2020,2020.5,0.707106781186548,2021
4996,Sara Diamond,1,2015,2015,0,2015
4997,Sara Johansson,1,2009,2009,0,2009
4998,Sara Jones 0001,2,2013,2015.5,3.53553390593274,2018
4999,Sara L. Su,1,2011,2011,0,2011
5000,Sara Ljungblad,1,2003,2003,0,2003
5001,Sarah Burke,1,2015,2015,0,2015
5002,Sarah Gigitashvilli,1,2007,2007,0,2007
5003,Sarah Goodwin,7,2012,2015.71428571429,2.75162289775117,2020
5004,Sarah H. Creem-Regehr,4,2002,2013.75,7.9320026895272,2019
5005,Sarah Nason,1,2021,2021,0,2021
5006,Sarah Peck,1,2008,2008,0,2008
5007,Sarah S. Poon,2,2007,2007.5,0.707106781186548,2008
5008,Sarang Joshi,1,2015,2015,0,2015
5009,Sarang Lakare,2,2000,2002,2.82842712474619,2004
5010,Sarkis Halladjian,1,2019,2019,0,2019
5011,Sascha Köhn,1,2004,2004,0,2004
5012,Sasha Schriber,1,2017,2017,0,2017
5013,Sashank Santhanam,1,2017,2017,0,2017
5014,Sathish Kottravel,1,2015,2015,0,2015
5015,Saul Greenberg,1,2003,2003,0,2003
5016,Saurabh Tendulkar,1,2005,2005,0,2005
5017,Scotland Leman,5,2011,2014.6,2.88097205817759,2018
5018,Scott Atchley,1,2005,2005,0,2005
5019,Scott Barlowe,4,2008,2010.75,2.5,2014
5020,Scott Butner,1,2009,2009,0,2009
5021,Scott C. Burleigh,1,2003,2003,0,2003
5022,Scott C. Trager,1,2010,2010,0,2010
5023,Scott Campbell,1,2006,2006,0,2006
5024,Scott D. Rothenberger,1,2011,2011,0,2011
5025,Scott Davidoff,1,2020,2020,0,2020
5026,Scott E. Dillard,1,2007,2007,0,2007
5027,Scott E. Parker,1,1994,1994,0,1994
5028,Scott H. Foster,1,1990,1990,0,1990
5029,Scott Houde,1,2015,2015,0,2015
5030,Scott Klasky,1,2004,2004,0,2004
5031,Scott Kruger,1,2010,2010,0,2010
5032,Scott Maxwell,1,2003,2003,0,2003
5033,Scott Meador,1,2003,2003,0,2003
5034,Scott Nations,1,1996,1996,0,1996
5035,Scott Paulson,1,1997,1997,0,1997
5036,Scott Pezanowski,1,2011,2011,0,2011
5037,Scott Ruble,1,2010,2010,0,2010
5038,Scott S. Fisher,1,1990,1990,0,1990
5039,Scott Stevson,1,2009,2009,0,2009
5040,Seah Hock Soon,1,2007,2007,0,2007
5041,Sean A. Stephens,1,2016,2016,0,2016
5042,Sean Ahern,1,2008,2008,0,2008
5043,Sean C. Garrick,1,2004,2004,0,2004
5044,Sean Follmer,1,2018,2018,0,2018
5045,Sean Ho,1,1999,1999,0,1999
5046,Sean Kandel,1,2012,2012,0,2012
5047,Sean Liu,1,2009,2009,0,2009
5048,Sean M. Arietta,1,2014,2014,0,2014
5049,Sean M. Smith,1,1997,1997,0,1997
5050,Sean McCullough,1,2014,2014,0,2014
5051,Sean McKenna,1,2014,2014,0,2014
5052,Sean Washburn,1,1997,1997,0,1997
5053,Sean Williams,1,2011,2011,0,2011
5054,Sean Ziegeler,1,2001,2001,0,2001
5055,Sebastian Baltes,1,2016,2016,0,2016
5056,Sebastian Boring,1,2010,2010,0,2010
5057,Sebastian Bremm,4,2010,2011.75,1.70782512765993,2014
5058,Sebastian Cmentowski,1,2019,2019,0,2019
5059,Sebastian Gehrmann,3,2017,2018,1,2019
5060,Sebastian Gerlach,1,2003,2003,0,2003
5061,Sebastian Grottel,3,2007,2009.66666666667,2.51661147842358,2012
5062,Sebastian Koch,1,2015,2015,0,2015
5063,Sebastian Ley,1,2003,2003,0,2003
5064,Sebastian Mazza,1,2020,2020,0,2020
5065,Sebastian Mittelstädt,2,2012,2012,0,2012
5066,Sebastian Thelen,1,2011,2011,0,2011
5067,Sebastian Weiss,1,2021,2021,0,2021
5068,Sebastien Boyer,1,2016,2016,0,2016
5069,See-Kiong Ng,1,2015,2015,0,2015
5070,Sehi L'Yi,1,2020,2020,0,2020
5071,Sehi LYi,1,2021,2021,0,2021
5072,Selim Balcisoy,1,2016,2016,0,2016
5073,Sen Xu,1,2011,2011,0,2011
5074,Senthil K. Chandrasegaran,1,2020,2020,0,2020
5075,Seok-Hee Hong,1,2007,2007,0,2007
5076,Seon Joo Kim,1,2010,2010,0,2010
5077,Sepideh Chakaveh,1,1999,1999,0,1999
5078,Serban R. Pop,1,2011,2011,0,2011
5079,Serge Aluker,1,2005,2005,0,2005
5080,Sergej Stoppel,3,2016,2018,2,2020
5081,Sergey V. Matveyev,1,1994,1994,0,1994
5082,Seth Johnson,1,2019,2019,0,2019
5083,Seth Walker,1,2016,2016,0,2016
5084,Seung Hyun Kim,2,2015,2016.5,2.12132034355964,2018
5085,Seunghoon Cha,1,2015,2015,0,2015
5086,Seungwon Yang,1,2010,2010,0,2010
